BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2017-08-02,ГАЗПРОМ ао,GAZP,26287,2467081848.8,118.0,117.9,119.09,119.09,118.26,119.09,20798890,118.62,118.62,119.09,2467081848.8,2467081848.8,2467081848.8,
TQBR,2017-08-03,ГАЗПРОМ ао,GAZP,25321,2677804483.5,119.15,118.85,119.99,119.58,119.16,119.58,22387790,119.61,119.61,119.58,2677804483.5,2677804483.5,2677804483.5,
TQBR,2017-08-04,ГАЗПРОМ ао,GAZP,23141,2059907147.2,119.3,118.68,119.88,119.45,119.26,119.45,17281160,119.2,119.2,119.45,2059907147.2,2059907147.2,2059907147.2,
TQBR,2017-08-07,ГАЗПРОМ ао,GAZP,26887,2609474946.6,119.32,118.9,120.38,119.5,119.68,119.5,21811380,119.64,119.64,119.5,2609474946.6,2609474946.6,2609474946.6,
TQBR,2017-08-08,ГАЗПРОМ ао,GAZP,19123,1782580902.2,119.47,119.25,119.89,119.67,119.62,119.67,14908830,119.57,119.57,119.67,1782580902.2,1782580902.2,1782580902.2,
TQBR,2017-08-09,ГАЗПРОМ ао,GAZP,27748,2407840133.2,119.4,118.02,119.46,118.68,118.72,118.68,20303410,118.59,118.59,118.68,2407840133.2,2407840133.2,2407840133.2,
TQBR,2017-08-10,ГАЗПРОМ ао,GAZP,25781,2160606577.3,118.7,118.03,119.4,118.05,118.81,118.05,18203840,118.69,118.69,118.05,2160606577.3,2160606577.3,2160606577.3,
TQBR,2017-08-11,ГАЗПРОМ ао,GAZP,31435,2913518946.4,117.55,116.34,117.85,116.93,117.17,116.93,24908370,116.97,116.97,116.93,2913518946.4,2913518946.4,2913518946.4,
TQBR,2017-08-14,ГАЗПРОМ ао,GAZP,18369,1593604554.4,117.15,117.15,117.99,117.4,117.87,117.4,13556190,117.56,117.56,117.4,1593604554.4,1593604554.4,1593604554.4,
TQBR,2017-08-15,ГАЗПРОМ ао,GAZP,21111,1954095445.9,117.12,116.51,117.7,117.59,117.22,117.59,16710620,116.94,116.94,117.59,1954095445.9,1954095445.9,1954095445.9,
TQBR,2017-08-16,ГАЗПРОМ ао,GAZP,20439,2246227014.4,117.8,116.63,117.87,116.75,117.54,116.75,19162940,117.22,117.22,116.75,2246227014.4,2246227014.4,2246227014.4,
TQBR,2017-08-17,ГАЗПРОМ ао,GAZP,21541,1933865350.1,116.65,115.92,116.95,116.22,116.9,116.22,16609980,116.43,116.43,116.22,1933865350.1,1933865350.1,1933865350.1,
TQBR,2017-08-18,ГАЗПРОМ ао,GAZP,30052,2582603108.8,115.86,115.15,116.09,116.0,116.1,116.0,22345050,115.58,115.58,116.0,2582603108.8,2582603108.8,2582603108.8,
TQBR,2017-08-21,ГАЗПРОМ ао,GAZP,26368,1915483985.4,116.07,115.39,116.47,115.92,116.52,115.92,16516080,115.98,115.98,115.92,1915483985.4,1915483985.4,1915483985.4,
TQBR,2017-08-22,ГАЗПРОМ ао,GAZP,25621,1871082010.3,115.97,115.68,116.73,116.0,116.83,116.0,16101280,116.21,116.21,116.0,1871082010.3,1871082010.3,1871082010.3,
TQBR,2017-08-23,ГАЗПРОМ ао,GAZP,34459,2633421275.1,116.09,115.07,116.27,115.75,116.07,115.75,22786650,115.57,115.57,115.75,2633421275.1,2633421275.1,2633421275.1,
TQBR,2017-08-24,ГАЗПРОМ ао,GAZP,20621,2159900693.5,115.75,115.42,116.89,116.56,116.83,116.56,18580360,116.25,116.25,116.56,2159900693.5,2159900693.5,2159900693.5,
TQBR,2017-08-25,ГАЗПРОМ ао,GAZP,27607,2479134077.9,116.82,116.56,118.0,117.85,117.85,117.85,21099190,117.5,117.5,117.85,2479134077.9,2479134077.9,2479134077.9,
TQBR,2017-08-28,ГАЗПРОМ ао,GAZP,21879,1921262671.5,117.8,117.54,118.75,118.75,118.69,118.75,16227150,118.4,118.4,118.75,1921262671.5,1921262671.5,1921262671.5,
TQBR,2017-08-29,ГАЗПРОМ ао,GAZP,35731,3246392895.1,118.5,116.5,118.63,118.3,117.68,118.3,27644330,117.43,117.43,118.3,3246392895.1,3246392895.1,3246392895.1,
TQBR,2017-08-30,ГАЗПРОМ ао,GAZP,35959,3775724287.7,118.4,116.88,118.9,118.2,117.93,118.2,32071140,117.73,117.73,118.2,3775724287.7,3775724287.7,3775724287.7,
TQBR,2017-08-31,ГАЗПРОМ ао,GAZP,41572,4851343939.5,117.99,117.35,119.21,117.97,118.33,117.97,41045540,118.19,118.19,117.97,4851343939.5,4851343939.5,4851343939.5,
TQBR,2017-09-01,ГАЗПРОМ ао,GAZP,25705,2665573406.8,118.05,117.04,118.26,117.4,117.67,117.4,22711530,117.37,117.37,117.4,2665573406.8,2665573406.8,2665573406.8,
TQBR,2017-09-04,ГАЗПРОМ ао,GAZP,17737,1880781286.6,117.0,116.56,117.65,117.0,117.65,117.0,16056300,117.14,117.14,117.0,1880781286.6,1880781286.6,1880781286.6,
TQBR,2017-09-05,ГАЗПРОМ ао,GAZP,36561,3108605101.7,117.55,115.9,117.89,116.0,117.02,116.0,26653500,116.63,116.63,116.0,3108605101.7,3108605101.7,3108605101.7,
TQBR,2017-09-06,ГАЗПРОМ ао,GAZP,26490,2863216332.1,116.0,115.66,117.58,117.14,117.33,117.14,24521460,116.76,116.76,117.14,2863216332.1,2863216332.1,2863216332.1,
TQBR,2017-09-07,ГАЗПРОМ ао,GAZP,40028,4388823121.7,117.62,117.38,119.03,117.95,118.42,117.95,37116310,118.25,118.25,117.95,4388823121.7,4388823121.7,4388823121.7,
TQBR,2017-09-08,ГАЗПРОМ ао,GAZP,46292,5012536109.3,118.15,118.15,120.45,120.34,119.83,120.34,41838310,119.81,119.81,120.34,5012536109.3,5012536109.3,5012536109.3,
TQBR,2017-09-11,ГАЗПРОМ ао,GAZP,47457,4875017288.7,120.85,119.63,121.94,121.0,120.73,121.0,40349270,120.82,120.82,121.0,4875017288.7,4875017288.7,4875017288.7,
TQBR,2017-09-12,ГАЗПРОМ ао,GAZP,32147,3310197184.1,121.29,120.16,122.0,121.99,121.09,121.99,27281490,121.33,121.33,121.99,3310197184.1,3310197184.1,3310197184.1,
TQBR,2017-09-13,ГАЗПРОМ ао,GAZP,55405,6337712193.8,122.0,121.99,124.38,123.55,123.56,123.55,51220320,123.73,123.73,123.55,6337712193.8,6337712193.8,6337712193.8,
TQBR,2017-09-14,ГАЗПРОМ ао,GAZP,36276,3639000713.3,123.55,122.79,124.19,123.33,122.98,123.33,29487230,123.41,123.41,123.33,3639000713.3,3639000713.3,3639000713.3,
TQBR,2017-09-15,ГАЗПРОМ ао,GAZP,38349,5115531193.3,122.89,121.59,123.0,122.5,122.16,122.5,41842120,122.26,122.26,122.5,5115531193.3,5115531193.3,5115531193.3,
TQBR,2017-09-18,ГАЗПРОМ ао,GAZP,29971,3319923369.7,122.48,122.07,123.35,122.72,122.47,122.72,27035140,122.8,122.8,122.72,3319923369.7,3319923369.7,3319923369.7,
TQBR,2017-09-19,ГАЗПРОМ ао,GAZP,32436,3908173420.0,122.61,121.05,122.8,121.75,121.59,121.75,32122850,121.66,121.66,121.75,3908173420.0,3908173420.0,3908173420.0,
TQBR,2017-09-20,ГАЗПРОМ ао,GAZP,30875,3178836296.3,121.89,121.52,122.43,122.25,121.75,122.25,26061680,121.97,121.97,122.25,3178836296.3,3178836296.3,3178836296.3,
TQBR,2017-09-21,ГАЗПРОМ ао,GAZP,34711,4309887220.6,122.19,121.61,123.2,122.34,122.13,122.34,35217020,122.38,122.38,122.34,4309887220.6,4309887220.6,4309887220.6,
TQBR,2017-09-22,ГАЗПРОМ ао,GAZP,21229,2340513857.5,122.34,121.3,122.46,121.95,121.66,121.95,19192330,121.95,121.95,121.95,2340513857.5,2340513857.5,2340513857.5,
TQBR,2017-09-25,ГАЗПРОМ ао,GAZP,25990,3467996685.0,121.97,121.9,123.6,123.03,122.41,123.03,28221700,122.88,122.88,123.03,3467996685.0,3467996685.0,3467996685.0,
TQBR,2017-09-26,ГАЗПРОМ ао,GAZP,30619,3194970462.4,123.25,122.84,124.19,123.03,123.17,123.03,25836740,123.66,123.66,123.03,3194970462.4,3194970462.4,3194970462.4,
TQBR,2017-09-27,ГАЗПРОМ ао,GAZP,22624,2772377791.6,123.15,122.46,123.68,123.36,122.63,123.36,22511050,123.16,123.16,123.36,2772377791.6,2772377791.6,2772377791.6,
TQBR,2017-09-28,ГАЗПРОМ ао,GAZP,21392,2778774624.9,123.28,122.11,123.62,122.5,122.48,122.5,22612850,122.88,122.88,122.5,2778774624.9,2778774624.9,2778774624.9,
TQBR,2017-09-29,ГАЗПРОМ ао,GAZP,18123,2106017839.4,122.58,121.7,122.81,122.2,121.81,122.2,17242640,122.14,122.14,122.2,2106017839.4,2106017839.4,2106017839.4,
TQBR,2017-10-02,ГАЗПРОМ ао,GAZP,15748,1735882077.4,122.29,121.4,122.44,121.9,121.66,121.9,14227260,122.01,122.01,121.9,1735882077.4,1735882077.4,1735882077.4,
TQBR,2017-10-03,ГАЗПРОМ ао,GAZP,26140,3262630188.1,121.85,120.47,122.11,120.78,121.24,120.78,26880600,121.37,121.37,120.78,3262630188.1,3262630188.1,3262630188.1,
TQBR,2017-10-04,ГАЗПРОМ ао,GAZP,25481,2934399201.6,120.68,119.7,121.95,121.76,120.8,121.76,24264960,120.93,120.93,121.76,2934399201.6,2934399201.6,2934399201.6,
TQBR,2017-10-05,ГАЗПРОМ ао,GAZP,37678,4914063528.9,121.75,121.51,123.97,123.5,122.69,123.5,39985900,122.89,122.89,123.5,4914063528.9,4914063528.9,4914063528.9,
TQBR,2017-10-06,ГАЗПРОМ ао,GAZP,28873,3756664748.1,123.54,123.27,124.48,123.47,123.34,123.47,30315270,123.92,123.92,123.47,3756664748.1,3756664748.1,3756664748.1,
TQBR,2017-10-09,ГАЗПРОМ ао,GAZP,24672,2736361901.8,123.7,123.41,124.9,124.81,123.54,124.81,22044990,124.13,124.13,124.81,2736361901.8,2736361901.8,2736361901.8,
TQBR,2017-10-10,ГАЗПРОМ ао,GAZP,24445,2510400598.5,125.0,124.17,125.33,124.44,123.93,124.44,20115940,124.8,124.8,124.44,2510400598.5,2510400598.5,2510400598.5,
TQBR,2017-10-11,ГАЗПРОМ ао,GAZP,30863,3806058342.5,124.54,124.38,126.0,126.0,124.77,126.0,30336230,125.46,125.46,126.0,3806058342.5,3806058342.5,3806058342.5,
TQBR,2017-10-12,ГАЗПРОМ ао,GAZP,23349,2276991587.2,126.05,125.45,126.79,125.93,125.12,125.93,18077300,125.96,125.96,125.93,2276991587.2,2276991587.2,2276991587.2,
TQBR,2017-10-13,ГАЗПРОМ ао,GAZP,29367,3004719066.4,126.18,125.8,127.39,126.86,125.52,126.86,23710380,126.73,126.73,126.86,3004719066.4,3004719066.4,3004719066.4,
TQBR,2017-10-16,ГАЗПРОМ ао,GAZP,23492,3030779005.4,127.1,126.68,127.8,127.17,126.31,127.17,23829380,127.19,127.19,127.17,3030779005.4,3030779005.4,3030779005.4,
TQBR,2017-10-17,ГАЗПРОМ ао,GAZP,27231,3567358588.5,127.1,125.05,127.2,125.15,125.73,125.15,28319580,125.97,125.97,125.15,3567358588.5,3567358588.5,3567358588.5,
TQBR,2017-10-18,ГАЗПРОМ ао,GAZP,27638,3738918582.3,125.44,125.26,127.09,126.7,125.94,126.7,29595400,126.33,126.33,126.7,3738918582.3,3738918582.3,3738918582.3,
TQBR,2017-10-19,ГАЗПРОМ ао,GAZP,23582,2840564848.4,126.75,125.17,127.39,125.5,126.01,125.5,22525620,126.1,126.1,125.5,2840564848.4,2840564848.4,2840564848.4,
TQBR,2017-10-20,ГАЗПРОМ ао,GAZP,21568,2665815462.5,125.85,125.6,127.05,126.7,126.54,126.7,21055440,126.61,126.61,126.7,2665815462.5,2665815462.5,2665815462.5,
TQBR,2017-10-23,ГАЗПРОМ ао,GAZP,18624,2195614993.5,127.05,126.37,127.47,126.8,126.71,126.8,17308800,126.85,126.85,126.8,2195614993.5,2195614993.5,2195614993.5,
TQBR,2017-10-24,ГАЗПРОМ ао,GAZP,21959,2580977646.6,126.97,125.61,126.97,126.02,126.2,126.02,20451320,126.2,126.2,126.02,2580977646.6,2580977646.6,2580977646.6,
TQBR,2017-10-25,ГАЗПРОМ ао,GAZP,27969,3032619353.9,126.58,124.28,126.75,125.0,125.47,125.0,24168190,125.48,125.48,125.0,3032619353.9,3032619353.9,3032619353.9,
TQBR,2017-10-26,ГАЗПРОМ ао,GAZP,18013,1835317718.3,124.99,124.07,125.39,124.2,124.73,124.2,14734860,124.56,124.56,124.2,1835317718.3,1835317718.3,1835317718.3,
TQBR,2017-10-27,ГАЗПРОМ ао,GAZP,27001,3568270339.9,124.55,123.64,125.94,125.94,124.82,125.94,28588870,124.81,124.81,125.94,3568270339.9,3568270339.9,3568270339.9,
TQBR,2017-10-30,ГАЗПРОМ ао,GAZP,21351,2435295986.8,125.96,125.53,126.93,125.98,126.27,125.98,19263340,126.42,126.42,125.98,2435295986.8,2435295986.8,2435295986.8,
TQBR,2017-10-31,ГАЗПРОМ ао,GAZP,17156,1495924424.1,126.14,125.57,126.6,125.9,126.01,125.9,11857510,126.16,126.16,125.9,1495924424.1,1495924424.1,1495924424.1,
TQBR,2017-11-01,ГАЗПРОМ ао,GAZP,17241,2304292463.3,126.4,125.97,126.89,126.5,126.23,126.5,18232550,126.38,126.38,126.5,2304292463.3,2304292463.3,2304292463.3,
TQBR,2017-11-02,ГАЗПРОМ ао,GAZP,19782,1956196861.9,125.88,124.87,126.0,125.67,125.41,125.67,15593170,125.45,125.45,125.67,1956196861.9,1956196861.9,1956196861.9,
TQBR,2017-11-03,ГАЗПРОМ ао,GAZP,21699,2859713534.3,125.7,125.7,126.84,125.9,126.24,125.9,22633490,126.35,126.35,125.9,2859713534.3,2859713534.3,2859713534.3,
TQBR,2017-11-07,ГАЗПРОМ ао,GAZP,85281,10741695906.9,127.06,127.05,132.55,132.28,130.37,132.28,82333460,130.47,130.47,132.28,10741695906.9,10741695906.9,10741695906.9,
TQBR,2017-11-08,ГАЗПРОМ ао,GAZP,42311,5240441140.3,132.0,131.58,133.94,132.3,132.84,132.3,39381960,133.07,133.07,132.3,5240441140.3,5240441140.3,5240441140.3,
TQBR,2017-11-09,ГАЗПРОМ ао,GAZP,32392,4472139285.5,132.31,131.14,132.82,131.5,131.84,131.5,33869650,132.04,132.04,131.5,4472139285.5,4472139285.5,4472139285.5,
TQBR,2017-11-10,ГАЗПРОМ ао,GAZP,39663,6231087394.6,131.03,130.51,133.84,132.5,132.04,132.5,47147150,132.16,132.16,132.5,6231087394.6,6231087394.6,6231087394.6,
TQBR,2017-11-13,ГАЗПРОМ ао,GAZP,31258,3926645954.5,132.64,131.71,134.18,133.32,133.29,133.32,29457680,133.3,133.3,133.32,3926645954.5,3926645954.5,3926645954.5,
TQBR,2017-11-14,ГАЗПРОМ ао,GAZP,34846,5622033502.9,133.02,132.35,134.28,132.93,133.22,132.93,42200310,133.22,133.22,132.93,5622033502.9,5622033502.9,5622033502.9,
TQBR,2017-11-15,ГАЗПРОМ ао,GAZP,27191,3078753568.5,132.01,131.21,132.79,131.21,131.85,131.21,23349160,131.86,131.86,131.21,3078753568.5,3078753568.5,3078753568.5,
TQBR,2017-11-16,ГАЗПРОМ ао,GAZP,46298,5481911178.3,131.65,127.74,132.7,129.2,130.2,129.2,42122000,130.14,130.14,129.2,5481911178.3,5481911178.3,5481911178.3,
TQBR,2017-11-17,ГАЗПРОМ ао,GAZP,24992,2358112566.2,129.65,129.06,130.87,129.65,130.09,129.65,18126930,130.09,130.09,129.65,2358112566.2,2358112566.2,2358112566.2,
TQBR,2017-11-20,ГАЗПРОМ ао,GAZP,24538,2030594852.4,129.97,128.63,130.49,129.96,129.61,129.96,15667470,129.61,129.61,129.96,2030594852.4,2030594852.4,2030594852.4,
TQBR,2017-11-21,ГАЗПРОМ ао,GAZP,36775,4691559967.0,130.45,130.35,133.05,132.49,132.03,132.49,35532230,132.04,132.04,132.49,4691559967.0,4691559967.0,4691559967.0,
TQBR,2017-11-22,ГАЗПРОМ ао,GAZP,22494,3351736736.5,133.0,132.2,133.65,132.57,132.93,132.57,25211140,132.95,132.95,132.57,3351736736.5,3351736736.5,3351736736.5,
TQBR,2017-11-23,ГАЗПРОМ ао,GAZP,26750,3849154882.0,132.69,131.3,133.1,131.6,132.23,131.6,29106430,132.24,132.24,131.6,3849154882.0,3849154882.0,3849154882.0,
TQBR,2017-11-24,ГАЗПРОМ ао,GAZP,31375,3871353836.3,131.56,131.31,134.19,133.57,133.3,133.57,29043690,133.29,133.29,133.57,3871353836.3,3871353836.3,3871353836.3,
TQBR,2017-11-27,ГАЗПРОМ ао,GAZP,32768,3716296369.6,133.69,132.8,135.19,133.5,134.1,133.5,27713150,134.1,134.1,133.5,3716296369.6,3716296369.6,3716296369.6,
TQBR,2017-11-28,ГАЗПРОМ ао,GAZP,30119,3569930863.8,133.23,132.55,135.18,135.18,133.91,135.18,26663710,133.89,133.89,135.18,3569930863.8,3569930863.8,3569930863.8,
TQBR,2017-11-29,ГАЗПРОМ ао,GAZP,42356,3644576211.7,134.85,132.97,134.86,133.55,133.76,133.55,27263040,133.68,133.68,133.55,3644576211.7,3644576211.7,3644576211.7,
TQBR,2017-11-30,ГАЗПРОМ ао,GAZP,39380,5323159082.7,133.0,132.0,134.31,132.15,133.0,132.15,40024830,133.0,133.0,132.15,5323159082.7,5323159082.7,5323159082.7,
TQBR,2017-12-01,ГАЗПРОМ ао,GAZP,31492,3283251391.6,132.49,131.72,133.32,133.02,132.66,133.02,24755830,132.63,132.63,133.02,3283251391.6,3283251391.6,3283251391.6,
TQBR,2017-12-04,ГАЗПРОМ ао,GAZP,26836,2371538797.6,133.01,131.93,134.0,133.77,133.67,133.77,17818980,133.09,133.09,133.77,2371538797.6,2371538797.6,2371538797.6,
TQBR,2017-12-05,ГАЗПРОМ ао,GAZP,17201,1691622366.3,133.48,132.78,133.99,133.65,132.64,133.65,12684800,133.36,133.36,133.65,1691622366.3,1691622366.3,1691622366.3,
TQBR,2017-12-06,ГАЗПРОМ ао,GAZP,18516,1959237828.2,133.33,132.91,134.29,134.0,134.43,134.0,14641730,133.81,133.81,134.0,1959237828.2,1959237828.2,1959237828.2,
TQBR,2017-12-07,ГАЗПРОМ ао,GAZP,22593,2426606929.8,133.7,132.81,133.87,133.02,132.83,133.02,18198430,133.34,133.34,133.02,2426606929.8,2426606929.8,2426606929.8,
TQBR,2017-12-08,ГАЗПРОМ ао,GAZP,18072,2131049271.6,133.43,132.0,133.9,132.6,133.37,132.6,16037970,132.88,132.88,132.6,2131049271.6,2131049271.6,2131049271.6,
TQBR,2017-12-11,ГАЗПРОМ ао,GAZP,25135,3043803663.8,132.21,132.21,134.65,134.65,133.88,134.65,22735310,133.88,133.88,134.65,3043803663.8,3043803663.8,3043803663.8,
TQBR,2017-12-12,ГАЗПРОМ ао,GAZP,27443,3397538094.3,134.7,133.65,135.6,135.5,134.9,135.5,25185700,134.9,134.9,135.5,3397538094.3,3397538094.3,3397538094.3,
TQBR,2017-12-13,ГАЗПРОМ ао,GAZP,24917,3158543355.4,135.19,134.6,136.42,135.56,135.57,135.56,23298750,135.57,135.57,135.56,3158543355.4,3158543355.4,3158543355.4,
TQBR,2017-12-14,ГАЗПРОМ ао,GAZP,24851,3054773964.7,135.38,134.9,136.2,135.91,135.54,135.91,22537890,135.54,135.54,135.91,3054773964.7,3054773964.7,3054773964.7,
TQBR,2017-12-15,ГАЗПРОМ ао,GAZP,20085,3404604593.2,135.79,135.0,136.16,135.5,135.58,135.5,25112100,135.58,135.58,135.5,3404604593.2,3404604593.2,3404604593.2,
TQBR,2017-12-18,ГАЗПРОМ ао,GAZP,28304,4181128108.7,135.64,132.94,136.35,134.25,134.72,134.25,31035330,134.72,134.72,134.25,4181128108.7,4181128108.7,4181128108.7,
TQBR,2017-12-19,ГАЗПРОМ ао,GAZP,20733,2208379051.0,134.02,133.5,134.74,133.96,134.12,133.96,16465730,134.12,134.12,133.96,2208379051.0,2208379051.0,2208379051.0,
TQBR,2017-12-20,ГАЗПРОМ ао,GAZP,26138,3180360821.3,133.96,132.35,134.33,132.5,133.19,132.5,23879400,133.18,133.18,132.5,3180360821.3,3180360821.3,3180360821.3,
TQBR,2017-12-21,ГАЗПРОМ ао,GAZP,40735,5182632379.1,133.0,130.2,133.47,131.7,131.89,131.7,39294830,131.89,131.89,131.7,5182632379.1,5182632379.1,5182632379.1,
TQBR,2017-12-22,ГАЗПРОМ ао,GAZP,19163,2201845718.9,132.14,131.05,133.48,132.42,132.25,132.42,16649530,132.25,132.25,132.42,2201845718.9,2201845718.9,2201845718.9,
TQBR,2017-12-25,ГАЗПРОМ ао,GAZP,9199,751026222.0,132.7,131.8,133.19,131.96,132.4,131.96,5672280,132.4,132.4,131.96,751026222.0,751026222.0,751026222.0,
TQBR,2017-12-26,ГАЗПРОМ ао,GAZP,21481,1671284660.5,131.83,129.62,132.44,131.2,130.79,131.2,12778220,130.79,130.79,131.2,1671284660.5,1671284660.5,1671284660.5,
TQBR,2017-12-27,ГАЗПРОМ ао,GAZP,19330,2096145806.0,131.2,130.45,132.23,130.99,131.34,130.99,15959620,131.34,131.34,130.99,2096145806.0,2096145806.0,2096145806.0,
TQBR,2017-12-28,ГАЗПРОМ ао,GAZP,19330,2124247040.5,130.88,129.81,131.2,130.53,130.54,130.53,16273900,130.53,130.53,130.53,2124247040.5,2124247040.5,2124247040.5,
TQBR,2017-12-29,ГАЗПРОМ ао,GAZP,19225,2116205015.6,130.56,128.86,130.93,130.5,129.87,130.5,16295360,129.87,129.87,130.5,2116205015.6,2116205015.6,2116205015.6,
TQBR,2018-01-03,ГАЗПРОМ ао,GAZP,13214,1384859815.3,131.03,130.63,132.2,132.2,131.47,132.2,10533920,131.47,131.47,132.2,1384859815.3,1384859815.3,1384859815.3,
TQBR,2018-01-04,ГАЗПРОМ ао,GAZP,34335,4332522384.4,132.5,132.3,136.2,135.89,134.98,135.89,32096510,134.98,134.98,135.89,4332522384.4,4332522384.4,4332522384.4,
TQBR,2018-01-05,ГАЗПРОМ ао,GAZP,23590,2725954065.9,135.6,135.08,137.12,137.12,136.43,137.12,19981160,136.43,136.43,137.12,2725954065.9,2725954065.9,2725954065.9,
TQBR,2018-01-09,ГАЗПРОМ ао,GAZP,48830,7341282132.4,138.0,137.6,141.35,140.0,139.85,140.0,52493430,139.85,139.85,140.0,7341282132.4,7341282132.4,7341282132.4,
TQBR,2018-01-10,ГАЗПРОМ ао,GAZP,48172,7339463567.4,140.49,139.58,143.43,143.43,141.76,143.43,51773200,141.76,141.76,143.43,7339463567.4,7339463567.4,7339463567.4,
TQBR,2018-01-11,ГАЗПРОМ ао,GAZP,44444,5553410330.4,143.21,142.31,144.8,144.58,143.94,144.58,38582520,143.94,143.94,144.58,5553410330.4,5553410330.4,5553410330.4,
TQBR,2018-01-12,ГАЗПРОМ ао,GAZP,36275,5268466178.3,144.21,141.64,144.54,143.99,143.26,143.99,36776240,143.26,143.26,143.99,5268466178.3,5268466178.3,5268466178.3,
TQBR,2018-01-15,ГАЗПРОМ ао,GAZP,32538,4330147048.8,144.32,142.6,145.5,142.99,144.09,142.99,30052200,144.09,144.09,142.99,4330147048.8,4330147048.8,4330147048.8,
TQBR,2018-01-16,ГАЗПРОМ ао,GAZP,34705,5309581232.1,143.17,141.89,145.35,145.29,143.55,145.29,36991010,143.54,143.54,145.29,5309581232.1,5309581232.1,5309581232.1,
TQBR,2018-01-17,ГАЗПРОМ ао,GAZP,61864,9416562875.5,144.51,143.31,149.2,148.7,146.92,148.7,64093180,146.92,146.92,148.7,9416562875.5,9416562875.5,9416562875.5,
TQBR,2018-01-18,ГАЗПРОМ ао,GAZP,50593,8056348716.0,148.79,148.13,150.35,150.35,149.35,150.35,53941270,149.35,149.35,150.35,8056348716.0,8056348716.0,8056348716.0,
TQBR,2018-01-19,ГАЗПРОМ ао,GAZP,36486,5832835325.5,149.82,148.4,151.0,149.13,149.5,149.13,39015810,149.5,149.5,149.13,5832835325.5,5832835325.5,5832835325.5,
TQBR,2018-01-22,ГАЗПРОМ ао,GAZP,20743,3410137802.7,149.1,148.85,150.3,150.3,149.9,150.3,22751050,149.89,149.89,150.3,3410137802.7,3410137802.7,3410137802.7,
TQBR,2018-01-23,ГАЗПРОМ ао,GAZP,33679,5335826273.2,150.91,147.71,151.65,148.8,149.03,148.8,35791450,149.08,149.08,148.8,5335826273.2,5335826273.2,5335826273.2,
TQBR,2018-01-24,ГАЗПРОМ ао,GAZP,28798,3684500851.4,148.59,146.6,149.7,149.7,148.32,149.7,24841860,148.32,148.32,149.7,3684500851.4,3684500851.4,3684500851.4,
TQBR,2018-01-25,ГАЗПРОМ ао,GAZP,30105,6303488075.2,150.0,149.27,151.39,149.8,150.23,149.8,41958600,150.23,150.23,149.8,6303488075.2,6303488075.2,6303488075.2,
TQBR,2018-01-26,ГАЗПРОМ ао,GAZP,37999,5199495946.1,149.37,146.01,149.55,147.19,147.38,147.19,35282020,147.37,147.37,147.19,5199495946.1,5199495946.1,5199495946.1,
TQBR,2018-01-29,ГАЗПРОМ ао,GAZP,36458,5261335743.0,146.67,144.15,147.29,144.75,145.82,144.75,36079000,145.83,145.83,144.75,5261335743.0,5261335743.0,5261335743.0,
TQBR,2018-01-30,ГАЗПРОМ ао,GAZP,48607,7404097471.2,143.9,142.37,146.43,143.5,144.25,143.5,51325700,144.26,144.26,143.5,7404097471.2,7404097471.2,7404097471.2,
TQBR,2018-01-31,ГАЗПРОМ ао,GAZP,39520,6328701844.4,142.98,141.8,144.5,143.36,142.95,143.36,44270320,142.96,142.96,143.36,6328701844.4,6328701844.4,6328701844.4,
TQBR,2018-02-01,ГАЗПРОМ ао,GAZP,35102,5433775002.3,143.4,143.13,146.17,145.39,144.83,145.39,37517540,144.83,144.83,145.39,5433775002.3,5433775002.3,5433775002.3,
TQBR,2018-02-02,ГАЗПРОМ ао,GAZP,34223,5665003322.5,145.68,142.88,146.78,144.0,144.89,144.0,39088200,144.93,144.93,144.0,5665003322.5,5665003322.5,5665003322.5,
TQBR,2018-02-05,ГАЗПРОМ ао,GAZP,28441,4770758477.3,142.87,142.3,145.2,144.53,144.1,144.53,33108270,144.1,144.1,144.53,4770758477.3,4770758477.3,4770758477.3,
TQBR,2018-02-06,ГАЗПРОМ ао,GAZP,42974,7389943893.9,141.51,140.4,142.82,141.59,141.92,141.59,52073080,141.91,141.91,141.59,7389943893.9,7389943893.9,7389943893.9,
TQBR,2018-02-07,ГАЗПРОМ ао,GAZP,37589,4686751364.0,142.43,141.0,143.39,141.0,142.25,141.0,32948170,142.25,142.25,141.0,4686751364.0,4686751364.0,4686751364.0,
TQBR,2018-02-08,ГАЗПРОМ ао,GAZP,37559,5939637049.3,140.48,137.14,140.85,137.2,139.05,137.2,42717220,139.05,139.05,137.2,5939637049.3,5939637049.3,5939637049.3,
TQBR,2018-02-09,ГАЗПРОМ ао,GAZP,49156,7212782250.9,135.99,132.8,136.7,135.56,135.01,135.56,53423820,135.01,135.01,135.56,7212782250.9,7212782250.9,7212782250.9,
TQBR,2018-02-12,ГАЗПРОМ ао,GAZP,29083,4036057579.8,136.95,136.03,138.1,137.3,137.09,137.3,29441900,137.09,137.09,137.3,4036057579.8,4036057579.8,4036057579.8,
