BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2015-10-30,ГАЗПРОМ ао,GAZP,24795,3232833159.2,136.11,135.18,136.66,135.75,135.88,135.75,23791590,135.88,135.88,135.88,3232833159.2,3232833159.2,3232833159.2,
TQBR,2015-11-02,ГАЗПРОМ ао,GAZP,29523,3147749416.3,135.49,135.12,137.8,137.8,136.53,137.8,23047740,136.58,136.58,136.58,3147749416.3,3147749416.3,3147749416.3,
TQBR,2015-11-03,ГАЗПРОМ ао,GAZP,41723,5374621139.8,137.6,137.41,142.0,141.75,139.99,141.75,38388870,140.0,140.0,140.0,5374621139.8,5374621139.8,5374621139.8,
TQBR,2015-11-05,ГАЗПРОМ ао,GAZP,39059,5213235340.3,141.9,140.48,142.94,140.97,141.66,140.97,36802170,141.66,141.66,141.66,5213235340.3,5213235340.3,5213235340.3,
TQBR,2015-11-06,ГАЗПРОМ ао,GAZP,38861,4886881330.0,140.91,137.3,142.3,137.75,139.92,137.75,34931350,139.9,139.9,139.9,4886881330.0,4886881330.0,4886881330.0,
TQBR,2015-11-09,ГАЗПРОМ ао,GAZP,38597,3570758741.2,138.1,135.7,138.34,136.5,137.16,136.5,26035830,137.15,137.15,137.15,3570758741.2,3570758741.2,3570758741.2,
TQBR,2015-11-10,ГАЗПРОМ ао,GAZP,31764,3696859258.8,136.49,135.32,136.95,135.58,136.0,135.58,27182510,136.0,136.0,136.0,3696859258.8,3696859258.8,3696859258.8,
TQBR,2015-11-11,ГАЗПРОМ ао,GAZP,33419,4155416572.1,136.0,134.6,136.65,135.0,135.78,135.0,30604530,135.78,135.78,135.78,4155416572.1,4155416572.1,4155416572.1,
TQBR,2015-11-12,ГАЗПРОМ ао,GAZP,54723,6876343909.0,135.02,134.53,138.87,136.6,137.23,136.6,50100910,137.25,137.25,137.25,6876343909.0,6876343909.0,6876343909.0,
TQBR,2015-11-13,ГАЗПРОМ ао,GAZP,33730,3943874224.1,136.44,135.7,137.36,136.0,136.63,136.0,28863030,136.64,136.64,136.64,3943874224.1,3943874224.1,3943874224.1,
TQBR,2015-11-16,ГАЗПРОМ ао,GAZP,35465,4919174522.9,136.45,135.6,139.2,137.21,137.37,137.21,35805200,137.39,137.39,137.39,4919174522.9,4919174522.9,4919174522.9,
TQBR,2015-11-17,ГАЗПРОМ ао,GAZP,61285,8705684046.2,138.27,137.82,143.5,142.75,141.22,142.75,61489770,141.58,141.58,141.58,8705684046.2,8705684046.2,8705684046.2,
TQBR,2015-11-18,ГАЗПРОМ ао,GAZP,49671,7520228470.5,142.84,141.78,147.95,147.47,145.38,147.47,51723210,145.39,145.39,145.39,7520228470.5,7520228470.5,7520228470.5,
TQBR,2015-11-19,ГАЗПРОМ ао,GAZP,62671,9119826887.4,148.14,145.17,149.98,147.5,147.93,147.5,61650450,147.93,147.93,147.93,9119826887.4,9119826887.4,9119826887.4,
TQBR,2015-11-20,ГАЗПРОМ ао,GAZP,32494,4518869591.9,146.11,144.74,148.91,148.05,146.78,148.05,30783620,146.79,146.79,146.79,4518869591.9,4518869591.9,4518869591.9,
TQBR,2015-11-23,ГАЗПРОМ ао,GAZP,45121,6393304608.6,147.87,145.88,152.0,152.0,148.92,152.0,42929680,148.93,148.93,148.93,6393304608.6,6393304608.6,6393304608.6,
TQBR,2015-11-24,ГАЗПРОМ ао,GAZP,59573,8910320693.2,151.82,144.7,152.84,145.65,147.88,145.65,60240380,147.91,147.91,147.91,8910320693.2,8910320693.2,8910320693.2,
TQBR,2015-11-25,ГАЗПРОМ ао,GAZP,47188,6285080261.1,146.0,142.26,147.07,143.99,144.18,143.99,43594760,144.17,144.17,144.17,6285080261.1,6285080261.1,6285080261.1,
TQBR,2015-11-26,ГАЗПРОМ ао,GAZP,39154,4542294798.5,144.27,141.86,146.21,143.2,144.28,143.2,31481580,144.28,144.28,144.28,4542294798.5,4542294798.5,4542294798.5,
TQBR,2015-11-27,ГАЗПРОМ ао,GAZP,37482,4207901541.5,143.0,140.62,143.1,140.65,141.63,140.65,29718120,141.59,141.59,141.59,4207901541.5,4207901541.5,4207901541.5,
TQBR,2015-11-30,ГАЗПРОМ ао,GAZP,39794,5580945517.2,140.35,138.0,142.47,138.0,140.26,138.0,39800140,140.22,140.22,140.22,5580945517.2,5580945517.2,5580945517.2,
TQBR,2015-12-01,ГАЗПРОМ ао,GAZP,29658,3511817077.5,140.0,136.88,140.0,137.42,138.43,137.42,25380730,138.37,138.37,138.37,3511817077.5,3511817077.5,3511817077.5,
TQBR,2015-12-02,ГАЗПРОМ ао,GAZP,34670,3899100822.1,137.51,136.3,139.45,136.85,137.58,136.85,28341350,137.58,137.58,137.58,3899100822.1,3899100822.1,3899100822.1,
TQBR,2015-12-03,ГАЗПРОМ ао,GAZP,55737,5829079900.6,136.56,136.53,140.66,140.0,139.15,140.0,41873610,139.21,139.21,139.21,5829079900.6,5829079900.6,5829079900.6,
TQBR,2015-12-04,ГАЗПРОМ ао,GAZP,36887,5156289486.0,140.4,137.0,141.6,137.7,139.71,137.7,37016790,139.3,139.3,139.3,5156289486.0,5156289486.0,5156289486.0,
TQBR,2015-12-07,ГАЗПРОМ ао,GAZP,45589,5081799025.2,137.51,134.3,138.58,134.5,136.03,134.5,37356040,136.04,136.04,136.04,5081799025.2,5081799025.2,5081799025.2,
TQBR,2015-12-08,ГАЗПРОМ ао,GAZP,39671,4796054451.2,134.31,133.28,135.56,134.65,134.48,134.65,35664680,134.48,134.48,134.48,4796054451.2,4796054451.2,4796054451.2,
TQBR,2015-12-09,ГАЗПРОМ ао,GAZP,27656,3477006761.1,134.93,134.4,136.2,135.81,135.5,135.81,25660130,135.5,135.5,135.5,3477006761.1,3477006761.1,3477006761.1,
TQBR,2015-12-10,ГАЗПРОМ ао,GAZP,28229,3525280700.3,135.65,135.0,136.82,135.6,136.15,135.6,25913580,136.04,136.04,136.04,3525280700.3,3525280700.3,3525280700.3,
TQBR,2015-12-11,ГАЗПРОМ ао,GAZP,31116,3673610194.8,135.17,132.5,135.6,133.8,133.77,133.8,27473980,133.71,133.71,133.71,3673610194.8,3673610194.8,3673610194.8,
TQBR,2015-12-14,ГАЗПРОМ ао,GAZP,36473,4520560677.2,133.09,130.9,133.18,131.59,132.1,131.59,34282190,131.86,131.86,131.86,4520560677.2,4520560677.2,4520560677.2,
TQBR,2015-12-15,ГАЗПРОМ ао,GAZP,36582,4203899544.1,132.24,132.1,134.9,134.4,133.37,134.4,31392380,133.91,133.91,133.91,4203899544.1,4203899544.1,4203899544.1,
TQBR,2015-12-16,ГАЗПРОМ ао,GAZP,21000,2769520451.6,134.5,133.95,135.17,134.5,134.8,134.5,20568260,134.65,134.65,134.65,2769520451.6,2769520451.6,2769520451.6,
TQBR,2015-12-17,ГАЗПРОМ ао,GAZP,48422,6225135865.5,134.65,134.65,138.69,137.9,137.17,137.9,45419720,137.06,137.06,137.06,6225135865.5,6225135865.5,6225135865.5,
TQBR,2015-12-18,ГАЗПРОМ ао,GAZP,44046,5170090516.0,137.29,132.25,137.39,132.25,134.18,132.25,38544860,134.13,134.13,134.13,5170090516.0,5170090516.0,5170090516.0,
TQBR,2015-12-21,ГАЗПРОМ ао,GAZP,31919,3759044863.4,132.0,131.0,133.94,131.5,132.92,131.5,28393100,132.39,132.39,132.39,3759044863.4,3759044863.4,3759044863.4,
TQBR,2015-12-22,ГАЗПРОМ ао,GAZP,24316,2657101834.7,132.0,131.81,133.54,133.2,132.71,133.2,20022420,132.71,132.71,132.71,2657101834.7,2657101834.7,2657101834.7,
TQBR,2015-12-23,ГАЗПРОМ ао,GAZP,25503,3600643429.9,133.55,133.35,135.3,135.3,134.55,135.3,26760910,134.55,134.55,134.55,3600643429.9,3600643429.9,3600643429.9,
TQBR,2015-12-24,ГАЗПРОМ ао,GAZP,53209,5029863662.0,135.85,134.45,138.08,136.0,136.88,136.0,36828650,136.57,136.57,136.57,5029863662.0,5029863662.0,5029863662.0,
TQBR,2015-12-25,ГАЗПРОМ ао,GAZP,22085,2003497368.1,136.49,134.03,136.49,134.48,134.77,134.48,14866310,134.77,134.77,134.77,2003497368.1,2003497368.1,2003497368.1,
TQBR,2015-12-28,ГАЗПРОМ ао,GAZP,16041,1587679768.0,134.35,133.76,135.4,134.97,134.61,134.97,11795110,134.6,134.6,134.6,1587679768.0,1587679768.0,1587679768.0,
TQBR,2015-12-29,ГАЗПРОМ ао,GAZP,27061,2931862787.0,135.26,134.74,137.55,137.49,136.38,137.49,21516980,136.26,136.26,136.26,2931862787.0,2931862787.0,2931862787.0,
TQBR,2015-12-30,ГАЗПРОМ ао,GAZP,20663,2396125726.4,137.49,135.45,137.49,136.09,136.25,136.09,17586600,136.25,136.25,136.25,2396125726.4,2396125726.4,2396125726.4,
TQBR,2016-01-04,ГАЗПРОМ ао,GAZP,17054,1677415855.6,135.89,134.42,136.65,134.91,135.17,134.91,12409380,135.17,135.17,134.91,1677415855.6,1677415855.6,1677415855.6,
TQBR,2016-01-05,ГАЗПРОМ ао,GAZP,20646,1942156625.5,134.66,134.61,137.28,136.45,135.96,136.45,14285210,135.96,135.96,136.45,1942156625.5,1942156625.5,1942156625.5,
TQBR,2016-01-06,ГАЗПРОМ ао,GAZP,12578,1413184008.6,136.31,135.3,136.93,135.94,135.96,135.94,10393910,135.96,135.96,135.94,1413184008.6,1413184008.6,1413184008.6,
TQBR,2016-01-11,ГАЗПРОМ ао,GAZP,39721,4489337402.4,133.0,131.1,133.65,131.38,132.0,131.38,34008830,132.01,132.01,131.38,4489337402.4,4489337402.4,4489337402.4,
TQBR,2016-01-12,ГАЗПРОМ ао,GAZP,48586,5292858326.4,130.4,130.1,135.25,133.54,133.33,133.54,39697670,133.33,133.33,133.54,5292858326.4,5292858326.4,5292858326.4,
TQBR,2016-01-13,ГАЗПРОМ ао,GAZP,39153,4090334999.6,134.17,131.2,134.48,131.3,132.77,131.3,30807200,132.77,132.77,131.3,4090334999.6,4090334999.6,4090334999.6,
TQBR,2016-01-14,ГАЗПРОМ ао,GAZP,42539,5728217097.2,130.99,129.01,131.49,130.86,130.28,130.86,43969320,130.28,130.28,130.86,5728217097.2,5728217097.2,5728217097.2,
TQBR,2016-01-15,ГАЗПРОМ ао,GAZP,89370,7939686033.9,130.31,125.05,132.43,125.1,127.78,125.1,62125020,127.8,127.8,125.1,7939686033.9,7939686033.9,7939686033.9,
TQBR,2016-01-18,ГАЗПРОМ ао,GAZP,43027,4487869315.2,124.8,122.75,126.3,124.6,124.58,124.6,36024930,124.58,124.58,124.6,4487869315.2,4487869315.2,4487869315.2,
TQBR,2016-01-19,ГАЗПРОМ ао,GAZP,44627,4634103855.6,125.52,125.3,128.4,125.98,127.12,125.98,36452020,127.13,127.13,125.98,4634103855.6,4634103855.6,4634103855.6,
TQBR,2016-01-20,ГАЗПРОМ ао,GAZP,39926,4393925038.3,123.6,122.8,125.83,125.83,124.21,125.83,35375480,124.21,124.21,125.83,4393925038.3,4393925038.3,4393925038.3,
TQBR,2016-01-21,ГАЗПРОМ ао,GAZP,44669,4355065396.3,126.01,125.55,128.09,127.75,126.98,127.75,34296460,126.98,126.98,127.75,4355065396.3,4355065396.3,4355065396.3,
TQBR,2016-01-22,ГАЗПРОМ ао,GAZP,63010,7531567705.9,129.99,128.34,132.98,132.4,130.96,132.4,57511540,130.96,130.96,132.4,7531567705.9,7531567705.9,7531567705.9,
TQBR,2016-01-25,ГАЗПРОМ ао,GAZP,35468,4011949514.3,133.14,130.68,133.19,133.0,131.86,133.0,30428580,131.85,131.85,133.0,4011949514.3,4011949514.3,4011949514.3,
TQBR,2016-01-26,ГАЗПРОМ ао,GAZP,27984,3447797410.1,131.0,130.34,132.45,131.89,131.79,131.89,26161430,131.79,131.79,131.89,3447797410.1,3447797410.1,3447797410.1,
TQBR,2016-01-27,ГАЗПРОМ ао,GAZP,34154,3808486962.7,132.14,131.85,134.0,134.0,132.97,134.0,28642080,132.97,132.97,134.0,3808486962.7,3808486962.7,3808486962.7,
TQBR,2016-01-28,ГАЗПРОМ ао,GAZP,42158,5430199136.7,133.9,133.15,136.5,136.5,134.79,136.5,40288270,134.78,134.78,136.5,5430199136.7,5430199136.7,5430199136.7,
TQBR,2016-01-29,ГАЗПРОМ ао,GAZP,39708,5641252425.4,137.0,133.33,137.2,136.6,135.6,136.6,41603070,135.6,135.6,136.6,5641252425.4,5641252425.4,5641252425.4,
TQBR,2016-02-01,ГАЗПРОМ ао,GAZP,39729,4279530758.8,136.01,132.82,136.34,133.9,134.03,133.9,31931470,134.02,134.02,133.9,4279530758.8,4279530758.8,4279530758.8,
TQBR,2016-02-02,ГАЗПРОМ ао,GAZP,46791,4837959914.1,133.05,132.09,135.28,132.5,133.54,132.5,36229240,133.54,133.54,132.5,4837959914.1,4837959914.1,4837959914.1,
TQBR,2016-02-03,ГАЗПРОМ ао,GAZP,44324,4031242124.4,131.9,130.91,133.0,131.01,132.08,131.01,30520610,132.08,132.08,131.01,4031242124.4,4031242124.4,4031242124.4,
TQBR,2016-02-04,ГАЗПРОМ ао,GAZP,40076,5148637616.8,133.16,132.62,135.25,135.07,133.74,135.07,38500510,133.73,133.73,135.07,5148637616.8,5148637616.8,5148637616.8,
TQBR,2016-02-05,ГАЗПРОМ ао,GAZP,32888,3287211287.8,134.5,133.91,136.2,134.43,135.02,134.43,24348950,135.0,135.0,134.43,3287211287.8,3287211287.8,3287211287.8,
TQBR,2016-02-08,ГАЗПРОМ ао,GAZP,36722,4091707290.6,134.3,132.15,134.97,133.5,133.8,133.5,30581080,133.8,133.8,133.5,4091707290.6,4091707290.6,4091707290.6,
TQBR,2016-02-09,ГАЗПРОМ ао,GAZP,35717,4141328866.3,132.98,132.45,135.19,132.7,133.75,132.7,30994180,133.62,133.62,132.7,4141328866.3,4141328866.3,4141328866.3,
TQBR,2016-02-10,ГАЗПРОМ ао,GAZP,29857,3540756851.0,132.06,131.8,133.92,133.03,132.97,133.03,26628310,132.97,132.97,133.03,3540756851.0,3540756851.0,3540756851.0,
TQBR,2016-02-11,ГАЗПРОМ ао,GAZP,55046,5762020964.0,132.87,129.31,133.08,130.49,130.65,130.49,44068540,130.75,130.75,130.49,5762020964.0,5762020964.0,5762020964.0,
TQBR,2016-02-12,ГАЗПРОМ ао,GAZP,31155,3553604873.7,131.17,130.71,132.23,131.3,131.15,131.3,27049420,131.37,131.37,131.3,3553604873.7,3553604873.7,3553604873.7,
TQBR,2016-02-15,ГАЗПРОМ ао,GAZP,31373,3254872399.5,132.01,132.01,133.9,133.43,132.81,133.43,24469030,133.02,133.02,133.43,3254872399.5,3254872399.5,3254872399.5,
TQBR,2016-02-16,ГАЗПРОМ ао,GAZP,48995,6676543647.8,134.5,133.95,136.45,135.85,135.36,135.85,49326570,135.35,135.35,135.85,6676543647.8,6676543647.8,6676543647.8,
TQBR,2016-02-17,ГАЗПРОМ ао,GAZP,34251,4275710007.7,135.5,135.05,137.2,137.1,136.39,137.1,31349980,136.39,136.39,137.1,4275710007.7,4275710007.7,4275710007.7,
TQBR,2016-02-18,ГАЗПРОМ ао,GAZP,31721,4415916246.6,137.4,137.11,138.9,138.0,138.1,138.0,31976900,138.1,138.1,138.0,4415916246.6,4415916246.6,4415916246.6,
TQBR,2016-02-19,ГАЗПРОМ ао,GAZP,33786,3478771534.6,137.29,135.62,137.29,136.9,136.85,136.9,25520350,136.31,136.31,136.9,3478771534.6,3478771534.6,3478771534.6,
TQBR,2016-02-20,ГАЗПРОМ ао,GAZP,11345,827348101.5,136.51,136.31,137.55,136.59,137.05,136.59,6036300,137.06,137.06,136.59,827348101.5,827348101.5,827348101.5,
TQBR,2016-02-22,ГАЗПРОМ ао,GAZP,24501,2673831854.4,136.99,136.62,139.95,139.9,138.62,139.9,19289610,138.62,138.62,139.9,2673831854.4,2673831854.4,2673831854.4,
TQBR,2016-02-24,ГАЗПРОМ ао,GAZP,33238,3812830760.8,138.56,136.25,138.75,137.15,137.42,137.15,27752530,137.39,137.39,137.15,3812830760.8,3812830760.8,3812830760.8,
TQBR,2016-02-25,ГАЗПРОМ ао,GAZP,45100,4887885446.3,137.7,135.55,139.46,137.97,137.89,137.97,35448000,137.89,137.89,137.97,4887885446.3,4887885446.3,4887885446.3,
TQBR,2016-02-26,ГАЗПРОМ ао,GAZP,37620,4557322139.7,138.8,138.0,139.98,138.67,139.28,138.67,32716070,139.3,139.3,138.67,4557322139.7,4557322139.7,4557322139.7,
TQBR,2016-02-29,ГАЗПРОМ ао,GAZP,42268,5305443096.1,137.89,137.5,141.52,141.4,140.08,141.4,37875470,140.08,140.08,141.4,5305443096.1,5305443096.1,5305443096.1,
TQBR,2016-03-01,ГАЗПРОМ ао,GAZP,35999,4291643839.0,141.89,140.85,142.75,142.0,141.9,142.0,30244550,141.9,141.9,142.0,4291643839.0,4291643839.0,4291643839.0,
TQBR,2016-03-02,ГАЗПРОМ ао,GAZP,33809,3861716810.5,142.6,139.75,143.07,140.14,140.98,140.14,27393890,140.97,140.97,140.14,3861716810.5,3861716810.5,3861716810.5,
TQBR,2016-03-03,ГАЗПРОМ ао,GAZP,46045,6971631880.1,140.61,140.5,144.5,144.5,143.04,144.5,48742420,143.03,143.03,144.5,6971631880.1,6971631880.1,6971631880.1,
TQBR,2016-03-04,ГАЗПРОМ ао,GAZP,35318,4867902801.2,144.6,143.76,146.16,146.16,144.83,146.16,33613690,144.82,144.82,146.16,4867902801.2,4867902801.2,4867902801.2,
TQBR,2016-03-07,ГАЗПРОМ ао,GAZP,29595,4163565663.2,146.86,146.64,150.15,150.15,148.57,150.15,28025460,148.56,148.56,150.15,4163565663.2,4163565663.2,4163565663.2,
TQBR,2016-03-09,ГАЗПРОМ ао,GAZP,43780,6950120577.0,149.02,146.07,149.93,147.43,147.5,147.43,47120710,147.5,147.5,147.43,6950120577.0,6950120577.0,6950120577.0,
TQBR,2016-03-10,ГАЗПРОМ ао,GAZP,32862,4622412823.8,148.04,146.16,148.56,146.94,147.46,146.94,31374500,147.33,147.33,146.94,4622412823.8,4622412823.8,4622412823.8,
TQBR,2016-03-11,ГАЗПРОМ ао,GAZP,36052,5243887958.1,147.01,143.6,147.2,144.3,145.77,144.3,36112430,145.21,145.21,144.3,5243887958.1,5243887958.1,5243887958.1,
TQBR,2016-03-14,ГАЗПРОМ ао,GAZP,30603,4026166714.6,144.47,141.91,144.71,143.2,143.68,143.2,28152680,143.01,143.01,143.2,4026166714.6,4026166714.6,4026166714.6,
TQBR,2016-03-15,ГАЗПРОМ ао,GAZP,37061,6723391354.6,143.4,142.06,144.45,142.54,143.38,142.54,46960220,143.17,143.17,142.54,6723391354.6,6723391354.6,6723391354.6,
TQBR,2016-03-16,ГАЗПРОМ ао,GAZP,33220,3444945349.1,142.99,142.72,144.75,144.75,143.92,144.75,23949860,143.84,143.84,144.75,3444945349.1,3444945349.1,3444945349.1,
TQBR,2016-03-17,ГАЗПРОМ ао,GAZP,42075,6907501097.2,145.61,145.08,147.4,147.27,146.34,147.27,47202490,146.34,146.34,147.27,6907501097.2,6907501097.2,6907501097.2,
TQBR,2016-03-18,ГАЗПРОМ ао,GAZP,46507,7832234665.8,147.22,146.56,150.74,150.65,149.28,150.65,52467360,149.28,149.28,150.65,7832234665.8,7832234665.8,7832234665.8,
TQBR,2016-03-21,ГАЗПРОМ ао,GAZP,41441,6090342792.4,149.57,147.75,149.92,149.9,148.85,149.9,40916030,148.85,148.85,149.9,6090342792.4,6090342792.4,6090342792.4,
TQBR,2016-03-22,ГАЗПРОМ ао,GAZP,39239,5578510735.6,149.99,147.8,150.64,149.62,149.11,149.62,37412010,149.11,149.11,149.62,5578510735.6,5578510735.6,5578510735.6,
TQBR,2016-03-23,ГАЗПРОМ ао,GAZP,32934,4777039533.7,149.14,145.07,149.53,146.0,147.3,146.0,32433570,147.29,147.29,146.0,4777039533.7,4777039533.7,4777039533.7,
TQBR,2016-03-24,ГАЗПРОМ ао,GAZP,25809,3572537970.9,145.2,144.49,145.95,145.8,145.2,145.8,24605060,145.2,145.2,145.8,3572537970.9,3572537970.9,3572537970.9,
TQBR,2016-03-25,ГАЗПРОМ ао,GAZP,11038,1118207070.2,146.3,145.82,146.89,146.04,146.31,146.04,7642310,146.32,146.32,146.04,1118207070.2,1118207070.2,1118207070.2,
TQBR,2016-03-28,ГАЗПРОМ ао,GAZP,17962,1912750491.0,146.52,144.6,147.5,145.1,145.73,145.1,13124070,145.74,145.74,145.1,1912750491.0,1912750491.0,1912750491.0,
TQBR,2016-03-29,ГАЗПРОМ ао,GAZP,28615,3544806092.6,144.75,142.86,145.16,144.7,143.7,144.7,24668120,143.7,143.7,144.7,3544806092.6,3544806092.6,3544806092.6,
TQBR,2016-03-30,ГАЗПРОМ ао,GAZP,37176,5052883247.1,145.21,144.52,149.09,147.8,146.97,147.8,34382560,146.96,146.96,147.8,5052883247.1,5052883247.1,5052883247.1,
TQBR,2016-03-31,ГАЗПРОМ ао,GAZP,33342,5157297127.2,147.5,146.05,148.17,147.75,147.03,147.75,35076790,147.03,147.03,147.75,5157297127.2,5157297127.2,5157297127.2,
TQBR,2016-04-01,ГАЗПРОМ ао,GAZP,33863,5323409209.7,147.02,143.93,147.5,147.2,145.78,147.2,36517160,145.78,145.78,147.2,5323409209.7,5323409209.7,5323409209.7,
TQBR,2016-04-04,ГАЗПРОМ ао,GAZP,28828,4251198953.7,147.2,145.35,147.5,146.38,146.5,146.38,29017600,146.5,146.5,146.38,4251198953.7,4251198953.7,4251198953.7,
TQBR,2016-04-05,ГАЗПРОМ ао,GAZP,26501,3355760985.1,145.1,143.57,145.35,144.34,144.29,144.34,23255740,144.3,144.3,144.34,3355760985.1,3355760985.1,3355760985.1,
TQBR,2016-04-06,ГАЗПРОМ ао,GAZP,24975,3486127757.0,144.87,144.03,145.5,144.2,144.72,144.2,24087740,144.73,144.73,144.2,3486127757.0,3486127757.0,3486127757.0,
TQBR,2016-04-07,ГАЗПРОМ ао,GAZP,37785,3138400708.7,144.93,143.05,145.5,143.89,144.09,143.89,21781240,144.09,144.09,143.89,3138400708.7,3138400708.7,3138400708.7,
TQBR,2016-04-08,ГАЗПРОМ ао,GAZP,24557,3423901600.6,144.22,144.1,146.0,145.7,145.14,145.7,23591440,145.13,145.13,145.7,3423901600.6,3423901600.6,3423901600.6,
TQBR,2016-04-11,ГАЗПРОМ ао,GAZP,28822,4704162368.8,145.7,145.1,147.5,147.3,146.31,147.3,32151830,146.31,146.31,147.3,4704162368.8,4704162368.8,4704162368.8,
TQBR,2016-04-12,ГАЗПРОМ ао,GAZP,40136,5551181647.2,147.3,146.04,149.35,148.9,147.64,148.9,37601070,147.63,147.63,148.9,5551181647.2,5551181647.2,5551181647.2,
TQBR,2016-04-13,ГАЗПРОМ ао,GAZP,53954,8996776430.6,149.1,148.88,154.75,153.12,151.95,153.12,59208980,151.95,151.95,153.12,8996776430.6,8996776430.6,8996776430.6,
TQBR,2016-04-14,ГАЗПРОМ ао,GAZP,54909,7630418429.9,153.34,149.16,154.9,150.43,152.24,150.43,50122630,152.23,152.23,150.43,7630418429.9,7630418429.9,7630418429.9,
TQBR,2016-04-15,ГАЗПРОМ ао,GAZP,31925,4357177240.5,150.69,147.02,150.71,147.99,148.03,147.99,29369920,148.36,148.36,147.99,4357177240.5,4357177240.5,4357177240.5,
TQBR,2016-04-18,ГАЗПРОМ ао,GAZP,48092,6091969474.4,146.0,143.28,146.77,146.3,145.05,146.3,42012940,145.0,145.0,146.3,6091969474.4,6091969474.4,6091969474.4,
TQBR,2016-04-19,ГАЗПРОМ ао,GAZP,96655,16060047744.5,146.5,146.2,156.14,155.95,151.48,155.95,105794140,151.8,151.8,155.95,16060047744.5,16060047744.5,16060047744.5,
TQBR,2016-04-20,ГАЗПРОМ ао,GAZP,89487,15625310876.4,155.88,155.82,162.3,161.95,160.41,161.95,97396080,160.43,160.43,161.95,15625310876.4,15625310876.4,15625310876.4,
TQBR,2016-04-21,ГАЗПРОМ ао,GAZP,71519,10364622762.7,164.76,157.61,164.76,161.8,160.28,161.8,64666780,160.28,160.28,161.8,10364622762.7,10364622762.7,10364622762.7,
TQBR,2016-04-22,ГАЗПРОМ ао,GAZP,40483,5746595653.0,162.11,158.25,162.45,161.2,160.21,161.2,35869160,160.21,160.21,161.2,5746595653.0,5746595653.0,5746595653.0,
TQBR,2016-04-25,ГАЗПРОМ ао,GAZP,38382,5124218355.3,160.81,158.61,161.75,160.3,159.88,160.3,32046440,159.9,159.9,160.3,5124218355.3,5124218355.3,5124218355.3,
TQBR,2016-04-26,ГАЗПРОМ ао,GAZP,38356,5617139085.8,159.82,159.31,163.32,163.0,161.2,163.0,34849710,161.18,161.18,163.0,5617139085.8,5617139085.8,5617139085.8,
TQBR,2016-04-27,ГАЗПРОМ ао,GAZP,43545,6362362261.1,163.88,159.3,164.8,160.99,162.57,160.99,39136260,162.57,162.57,160.99,6362362261.1,6362362261.1,6362362261.1,
TQBR,2016-04-28,ГАЗПРОМ ао,GAZP,59790,8413931789.3,161.03,158.9,164.75,164.75,161.7,164.75,52034560,161.7,161.7,164.75,8413931789.3,8413931789.3,8413931789.3,
TQBR,2016-04-29,ГАЗПРОМ ао,GAZP,83170,11863365588.6,164.6,163.42,169.47,168.47,166.87,168.47,71095120,166.87,166.87,168.47,11863365588.6,11863365588.6,11863365588.6,
TQBR,2016-05-04,ГАЗПРОМ ао,GAZP,77105,11186286688.6,166.37,158.25,170.43,162.4,162.99,162.4,68632160,162.99,162.99,162.4,11186286688.6,11186286688.6,11186286688.6,
TQBR,2016-05-05,ГАЗПРОМ ао,GAZP,37721,4859753950.3,161.3,160.07,163.24,160.5,161.42,160.5,30108940,161.41,161.41,160.5,4859753950.3,4859753950.3,4859753950.3,
TQBR,2016-05-06,ГАЗПРОМ ао,GAZP,29936,4197402255.9,160.7,158.55,160.9,159.27,159.64,159.27,26293500,159.64,159.64,159.27,4197402255.9,4197402255.9,4197402255.9,
TQBR,2016-05-10,ГАЗПРОМ ао,GAZP,36909,4557787753.7,158.78,156.15,161.15,156.85,158.26,156.85,28797150,158.27,158.27,156.85,4557787753.7,4557787753.7,4557787753.7,
TQBR,2016-05-11,ГАЗПРОМ ао,GAZP,33623,4696040929.8,157.24,156.7,160.49,159.45,158.67,159.45,29597260,158.66,158.66,159.45,4696040929.8,4696040929.8,4696040929.8,
TQBR,2016-05-12,ГАЗПРОМ ао,GAZP,33677,4241978876.2,160.95,159.03,162.34,159.03,160.94,159.03,26356750,160.94,160.94,159.03,4241978876.2,4241978876.2,4241978876.2,
TQBR,2016-05-13,ГАЗПРОМ ао,GAZP,25894,3232152012.2,159.3,157.32,160.18,159.85,158.8,159.85,20352970,158.8,158.8,159.85,3232152012.2,3232152012.2,3232152012.2,
TQBR,2016-05-16,ГАЗПРОМ ао,GAZP,38775,5275898731.7,159.98,157.5,162.54,158.07,160.46,158.07,32878210,160.47,160.47,158.07,5275898731.7,5275898731.7,5275898731.7,
TQBR,2016-05-17,ГАЗПРОМ ао,GAZP,77280,9953542480.0,155.1,150.6,156.0,153.58,153.09,153.58,65014110,153.1,153.1,153.58,9953542480.0,9953542480.0,9953542480.0,
TQBR,2016-05-18,ГАЗПРОМ ао,GAZP,31400,3519787258.5,153.5,151.8,153.5,152.1,152.52,152.1,23076220,152.53,152.53,152.1,3519787258.5,3519787258.5,3519787258.5,
