,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
15,TQBR,2013-04-15,Сбербанк,SBER,1213,910803685.4,97.68,95.05,97.69,95.35,96.11,95.48,9476270,96.1,96.1,96.1,10120630121.93,10120630121.93,10120630121.93,
16,TQBR,2013-04-16,Сбербанк,SBER,926,839293723.5,94.73,94.73,96.88,95.88,95.96,95.92,8746220,95.97,95.97,95.97,8509297216.7,8509297216.7,8509297216.7,
17,TQBR,2013-04-17,Сбербанк,SBER,1383,1167585816.0,96.62,93.72,96.62,94.64,94.79,94.58,12318170,94.68,94.68,94.68,8597481540.84,8597481540.84,8597481540.84,
18,TQBR,2013-04-18,Сбербанк,SBER,1436,1092244646.1,94.7,94.26,96.49,95.37,95.49,95.35,11438210,95.59,95.59,95.59,8284601685.66,8284601685.66,8284601685.66,
19,TQBR,2013-04-19,Сбербанк,SBER,1449,1006888982.6,96.3,95.67,96.86,96.35,96.3,96.22,10456040,96.34,96.34,96.34,7355352377.91,7355352377.91,7355352377.91,
20,TQBR,2013-04-22,Сбербанк,SBER,1605,821226005.4,97.21,94.79,97.95,94.99,96.76,95.1,8487550,96.4,96.4,96.4,7136228425.74,7136228425.74,7136228425.74,
21,TQBR,2013-04-23,Сбербанк,SBER,1193,942323095.4,94.44,94.05,96.5,96.44,95.01,96.46,9918070,95.29,95.29,95.29,8040752545.71,8040752545.71,8040752545.71,
22,TQBR,2013-04-24,Сбербанк,SBER,2221,1055176903.6,97.14,96.51,98.75,97.92,97.62,97.89,10809260,97.68,97.68,97.68,9970136235.53,9970136235.53,9970136235.53,
23,TQBR,2013-04-25,Сбербанк,SBER,4080,1719228023.3,98.17,93.0,99.35,96.37,98.19,96.11,17508370,97.99,97.99,97.99,10832325462.37,10832325462.37,10832325462.37,
24,TQBR,2013-04-26,Сбербанк,SBER,4279,1200050689.2,95.87,95.01,96.94,95.73,95.96,95.6,12505810,96.04,96.04,96.04,7126742251.29,7126742251.29,7126742251.29,
25,TQBR,2013-04-29,Сбербанк,SBER,2301,917229968.0,95.69,94.7,96.8,94.71,96.11,94.83,9543700,95.67,95.67,95.67,4853103015.77,4853103015.77,4853103015.77,
26,TQBR,2013-04-30,Сбербанк,SBER,3856,896143297.6,94.8,94.65,99.3,99.02,96.96,99.3,9242730,97.22,97.22,97.22,9899158153.78,9899158153.78,9899158153.78,
27,TQBR,2013-05-02,Сбербанк,SBER,3234,827171687.0,98.75,98.75,101.29,100.8,100.3,100.84,8247370,100.29,100.29,100.29,5795760977.33,5795760977.33,5795760977.33,
28,TQBR,2013-05-03,Сбербанк,SBER,1828,669270133.9,101.64,100.33,103.0,102.91,101.66,102.92,6583590,101.9,101.9,101.9,6086270119.55,6086270119.55,6086270119.55,
29,TQBR,2013-05-06,Сбербанк,SBER,1034,531844278.6,103.29,102.03,103.29,102.41,102.58,102.28,5184770,102.56,102.56,102.56,5839631225.56,5839631225.56,5839631225.56,
30,TQBR,2013-05-07,Сбербанк,SBER,1757,787642354.7,102.14,101.68,105.66,105.14,103.65,105.14,7598890,103.87,103.87,103.87,11742432001.5,11742432001.5,11742432001.5,
31,TQBR,2013-05-08,Сбербанк,SBER,1400,838558976.5,105.37,104.23,105.83,105.81,105.03,105.81,7983670,105.08,105.08,105.08,7176875357.94,7176875357.94,7176875357.94,
32,TQBR,2013-05-10,Сбербанк,SBER,1075,763804251.7,105.26,103.59,105.86,103.6,104.96,103.78,7276960,104.74,104.74,104.74,4151496062.52,4151496062.52,4151496062.52,
