,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
78,TQBR,2019-04-25,ГАЗПРОМ ао,GAZP,27615,3465219394.1,160.25,158.8,160.95,159.31,159.62,159.31,21709460,159.62,159.62,159.31,3465219394.1,3465219394.1,3465219394.1,
79,TQBR,2019-04-26,ГАЗПРОМ ао,GAZP,21207,2817591338.3,159.03,158.58,161.0,161.0,159.86,161.0,17625590,159.86,159.86,161.0,2817591338.3,2817591338.3,2817591338.3,
80,TQBR,2019-04-29,ГАЗПРОМ ао,GAZP,40857,5084274324.8,161.2,160.68,164.74,163.93,162.96,163.93,31199480,162.96,162.96,163.93,5084274324.8,5084274324.8,5084274324.8,
81,TQBR,2019-04-30,ГАЗПРОМ ао,GAZP,35278,5146918631.2,164.1,163.01,165.4,163.95,164.28,163.95,31329810,164.28,164.28,163.95,5146918631.2,5146918631.2,5146918631.2,
82,TQBR,2019-05-02,ГАЗПРОМ ао,GAZP,28151,3433673043.7,163.67,163.67,166.85,165.71,165.93,165.71,20693350,165.93,165.93,165.71,3433673043.7,3433673043.7,3433673043.7,
83,TQBR,2019-05-03,ГАЗПРОМ ао,GAZP,16676,2202435450.0,166.2,165.83,166.98,166.31,166.43,166.31,13233680,166.43,166.43,166.31,2202435450.0,2202435450.0,2202435450.0,
84,TQBR,2019-05-06,ГАЗПРОМ ао,GAZP,19233,2558992549.3,165.0,163.34,165.45,165.45,164.33,165.45,15573440,164.32,164.32,165.45,2558992549.3,2558992549.3,2558992549.3,
85,TQBR,2019-05-07,ГАЗПРОМ ао,GAZP,22631,3198641151.7,165.0,164.21,166.27,164.21,165.34,164.21,19346120,165.34,165.34,164.21,3198641151.7,3198641151.7,3198641151.7,
86,TQBR,2019-05-08,ГАЗПРОМ ао,GAZP,19726,2939986355.2,164.5,163.55,165.44,163.57,164.21,163.57,17903390,164.21,164.21,163.57,2939986355.2,2939986355.2,2939986355.2,
87,TQBR,2019-05-10,ГАЗПРОМ ао,GAZP,18298,2643387041.6,163.6,162.62,164.9,163.61,163.58,163.61,16160090,163.58,163.58,163.61,2643387041.6,2643387041.6,2643387041.6,
88,TQBR,2019-05-13,ГАЗПРОМ ао,GAZP,23083,2771524008.4,163.48,163.0,164.34,163.0,163.53,163.0,16948030,163.53,163.53,163.0,2771524008.4,2771524008.4,2771524008.4,
89,TQBR,2019-05-14,ГАЗПРОМ ао,GAZP,177747,33043094771.2,163.0,162.65,190.9,189.67,181.31,189.67,182194370,181.36,181.36,189.67,33043094771.2,33043094771.2,33043094771.2,
90,TQBR,2019-05-15,ГАЗПРОМ ао,GAZP,154438,26517097076.5,193.0,192.29,198.4,195.61,195.63,195.61,135542910,195.64,195.64,195.61,26517097076.5,26517097076.5,26517097076.5,
91,TQBR,2019-05-16,ГАЗПРОМ ао,GAZP,118229,19958917777.3,194.31,194.24,203.45,202.7,199.37,202.7,100057930,199.47,199.47,202.7,19958917777.3,19958917777.3,19958917777.3,
92,TQBR,2019-05-17,ГАЗПРОМ ао,GAZP,60593,9894471294.2,201.8,197.71,202.3,198.89,199.41,198.89,49619100,199.41,199.41,198.89,9894471294.2,9894471294.2,9894471294.2,
93,TQBR,2019-05-20,ГАЗПРОМ ао,GAZP,34375,5452399537.0,200.2,198.3,201.48,200.8,199.73,200.8,27298770,199.73,199.73,200.8,5452399537.0,5452399537.0,5452399537.0,
94,TQBR,2019-05-21,ГАЗПРОМ ао,GAZP,122035,18735226262.0,201.3,199.01,210.98,207.8,206.39,207.8,90773870,206.39,206.39,207.8,18735226262.0,18735226262.0,18735226262.0,
95,TQBR,2019-05-22,ГАЗПРОМ ао,GAZP,45259,7298184223.0,208.92,206.33,210.11,208.1,207.94,208.1,35097660,207.94,207.94,208.1,7298184223.0,7298184223.0,7298184223.0,
96,TQBR,2019-05-23,ГАЗПРОМ ао,GAZP,69851,11402206555.0,207.0,205.84,212.18,208.86,209.08,208.86,54534000,209.08,209.08,208.86,11402206555.0,11402206555.0,11402206555.0,
97,TQBR,2019-05-24,ГАЗПРОМ ао,GAZP,36246,6006007597.2,209.49,203.76,210.2,204.5,206.81,204.5,29041460,206.81,206.81,204.5,6006007597.2,6006007597.2,6006007597.2,
98,TQBR,2019-05-27,ГАЗПРОМ ао,GAZP,42197,5750528536.9,204.25,200.84,206.6,206.2,204.42,206.2,28126330,204.45,204.45,206.2,5750528536.9,5750528536.9,5750528536.9,
99,TQBR,2019-05-28,ГАЗПРОМ ао,GAZP,44785,12437024182.1,206.0,201.0,206.0,203.13,203.33,203.13,61173390,203.31,203.31,203.13,12437024182.1,12437024182.1,12437024182.1,
100,TQBR,2019-05-29,ГАЗПРОМ ао,GAZP,59966,8812368872.2,202.11,201.11,207.69,207.14,205.28,207.14,42936640,205.24,205.24,207.14,8812368872.2,8812368872.2,8812368872.2,
101,TQBR,2019-05-30,ГАЗПРОМ ао,GAZP,90917,16400553423.8,207.9,207.57,216.45,213.1,212.42,213.1,77206560,212.42,212.42,213.1,16400553423.8,16400553423.8,16400553423.8,
102,TQBR,2019-05-31,ГАЗПРОМ ао,GAZP,52147,9310665830.3,212.0,210.05,215.27,215.1,212.77,215.1,43760000,212.77,212.77,215.1,9310665830.3,9310665830.3,9310665830.3,
103,TQBR,2019-06-03,ГАЗПРОМ ао,GAZP,259735,51074340391.1,214.41,213.5,251.65,235.51,233.58,235.51,218660620,233.58,233.58,235.51,51074340391.1,51074340391.1,51074340391.1,
104,TQBR,2019-06-04,ГАЗПРОМ ао,GAZP,145237,25107792118.2,233.5,223.52,235.59,230.16,229.06,230.16,109611180,229.06,229.06,230.16,25107792118.2,25107792118.2,25107792118.2,
105,TQBR,2019-06-05,ГАЗПРОМ ао,GAZP,54562,9253315065.4,230.24,228.04,233.3,230.01,229.93,230.01,40242790,229.94,229.94,230.01,9253315065.4,9253315065.4,9253315065.4,
106,TQBR,2019-06-06,ГАЗПРОМ ао,GAZP,71345,12824105486.6,230.0,228.71,236.62,231.45,232.05,231.45,55262120,232.06,232.06,231.45,12824105486.6,12824105486.6,12824105486.6,
107,TQBR,2019-06-07,ГАЗПРОМ ао,GAZP,53727,9789623945.9,233.77,230.0,233.77,230.5,231.71,230.5,42249090,231.71,231.71,230.5,9789623945.9,9789623945.9,9789623945.9,
108,TQBR,2019-06-10,ГАЗПРОМ ао,GAZP,42931,7100306057.7,230.85,230.4,234.3,232.1,231.9,232.1,30618070,231.9,231.9,232.1,7100306057.7,7100306057.7,7100306057.7,
109,TQBR,2019-06-11,ГАЗПРОМ ао,GAZP,56718,10514849700.2,232.32,231.13,237.63,234.86,234.25,234.86,44886080,234.26,234.26,234.86,10514849700.2,10514849700.2,10514849700.2,
110,TQBR,2019-06-13,ГАЗПРОМ ао,GAZP,46680,8332597536.6,233.74,233.01,237.35,234.44,235.29,234.44,35414740,235.29,235.29,234.44,8332597536.6,8332597536.6,8332597536.6,
111,TQBR,2019-06-14,ГАЗПРОМ ао,GAZP,37609,5926624665.6,234.13,231.26,235.44,231.51,233.27,231.51,25405530,233.28,233.28,231.51,5926624665.6,5926624665.6,5926624665.6,
112,TQBR,2019-06-17,ГАЗПРОМ ао,GAZP,46369,7489495817.6,231.58,229.63,234.44,229.81,231.47,229.81,32355090,231.48,231.48,229.81,7489495817.6,7489495817.6,7489495817.6,
113,TQBR,2019-06-18,ГАЗПРОМ ао,GAZP,40468,7422010829.7,229.67,228.3,232.3,232.13,230.27,232.13,32231160,230.27,230.27,232.13,7422010829.7,7422010829.7,7422010829.7,
114,TQBR,2019-06-19,ГАЗПРОМ ао,GAZP,39459,7426876490.0,232.5,232.0,235.42,232.46,233.25,232.46,31840230,233.25,233.25,232.46,7426876490.0,7426876490.0,7426876490.0,
115,TQBR,2019-06-20,ГАЗПРОМ ао,GAZP,50608,10462155874.6,234.0,231.45,234.45,232.52,233.09,232.52,44885210,233.09,233.09,232.52,10462155874.6,10462155874.6,10462155874.6,
116,TQBR,2019-06-21,ГАЗПРОМ ао,GAZP,45394,10838225653.8,232.52,228.85,232.52,229.09,230.12,229.09,47097870,230.12,230.12,229.09,10838225653.8,10838225653.8,10838225653.8,
117,TQBR,2019-06-24,ГАЗПРОМ ао,GAZP,33690,5119767618.7,229.54,229.47,233.04,232.38,231.82,232.38,22084750,231.82,231.82,232.38,5119767618.7,5119767618.7,5119767618.7,
118,TQBR,2019-06-25,ГАЗПРОМ ао,GAZP,30741,4966988960.2,232.01,229.64,232.19,232.09,230.64,232.09,21536080,230.64,230.64,232.09,4966988960.2,4966988960.2,4966988960.2,
119,TQBR,2019-06-26,ГАЗПРОМ ао,GAZP,26263,4479375780.6,232.51,232.0,233.6,233.1,232.77,233.1,19243490,232.77,232.77,233.1,4479375780.6,4479375780.6,4479375780.6,
120,TQBR,2019-06-27,ГАЗПРОМ ао,GAZP,28333,5193636682.1,233.0,232.6,234.93,232.6,233.49,232.6,22243370,233.49,233.49,232.6,5193636682.1,5193636682.1,5193636682.1,
121,TQBR,2019-06-28,ГАЗПРОМ ао,GAZP,46059,9927733542.8,233.2,232.35,235.47,232.83,233.64,232.83,42491870,233.64,233.64,232.83,9927733542.8,9927733542.8,9927733542.8,
122,TQBR,2019-07-01,ГАЗПРОМ ао,GAZP,109851,19422690666.3,234.1,234.1,248.43,245.5,243.25,245.5,79850910,243.24,243.24,245.5,19422690666.3,19422690666.3,19422690666.3,
123,TQBR,2019-07-02,ГАЗПРОМ ао,GAZP,52472,7749035721.0,246.25,243.7,249.26,246.65,245.74,246.65,31530740,245.76,245.76,246.65,7749035721.0,7749035721.0,7749035721.0,
124,TQBR,2019-07-03,ГАЗПРОМ ао,GAZP,63978,11185740929.9,246.0,245.55,251.6,251.6,249.71,251.6,44795180,249.71,249.71,251.6,11185740929.9,11185740929.9,11185740929.9,
125,TQBR,2019-07-04,ГАЗПРОМ ао,GAZP,61019,11056624909.7,251.6,250.61,256.4,255.35,254.25,255.35,43487300,254.25,254.25,255.35,11056624909.7,11056624909.7,11056624909.7,
