date_time,open,low,high,close,vol,regAngle_8,regAngleInterpreter_8,regAngle_35,regAngleInterpreter_35,MA_fast,MA_slow,MA_fast_price_pos,MA_fast_slow_pos,MACD,MACDchg,MACDdiv_short,MACDdiv_long,WILLR,WILLRoverZones,WILLRdiv_short,WILLRdiv_long,CCI,CCIoverZones,CCIdiv_short,CCIdiv_long,upBB,midBB,lowBB,BBTouch,Hummer,ShootingStar,DivBar,w1_open,w1_high,w1_low,w1_close,w1_vol,w1_prcntChng_5,w1_prcntChng_15,w1_regAngle_8,w1_regAngleInterpreter_8,w1_MA_fast,w1_MA_slow,w1_MA_fast_price_pos,w1_MA_fast_slow_pos,w1_MACD,w1_MACDchg,w1_MACDdiv,w1_WILLR,w1_WILLRoverZones,w1_WILLRdiv_short,w1_WILLRdiv_long,w1_Hummer,w1_ShootingStar,w1_DivBar,w1_UpperTimeFrameCondition,sig_elder,sig_channel,sig_DivBar,sig_NR4ID,sig_breakVolatility
2014-06-09,238.08,237.02,241.79,240.36,6373420,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-10,246.48,239.65,246.48,242.8,5042580,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-11,242.41,242.12,249.66,249.66,12959310,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-16,249.01,245.67,254.87,253.3,19174760,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-17,253.25,250.1,257.3,251.59,7504200,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,257.6650224735515,247.542,237.4189775264485,-1,0,0,-100,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-18,251.52,249.23,252.58,250.87,7890720,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,256.8826142320201,249.644,242.4053857679799,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-19,253.0,249.24,254.23,249.89,8963490,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,253.69463822049775,251.06199999999998,248.42936177950222,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-20,250.65,248.07,251.84,250.11,6944910,0.0,0,0.0,0,248.5725,,1,0,,0,0,0,-35.453648915187365,0,0,0,,0,0,0,253.61186666306244,251.152,248.69213333693753,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-23,250.28,250.0,253.3,252.3,4943100,0.0,0,0.0,0,249.40083333333334,,1,0,,0,0,0,-28.32861189801699,0,0,0,,0,0,0,252.7559246104159,250.952,249.1480753895841,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-24,253.05,252.7,258.3,257.81,6899670,49.42249339678202,2,0.0,0,251.26953703703705,,1,0,,0,0,0,-3.0284301606922677,-1,0,0,,0,0,0,258.05808972978605,252.196,246.33391027021395,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-25,256.36,248.74,257.69,250.0,6756610,17.867048902771206,1,0.0,0,250.98741769547325,,0,0,,0,0,0,-65.71654790182102,0,0,0,,0,0,0,258.07958235602086,252.02200000000002,245.96441764397917,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-26,251.25,248.5,252.44,249.24,4648100,6.99181121690341,1,0.0,0,250.59910265203476,,0,0,,0,0,0,-88.56304985337229,1,0,0,7.327020911698213,0,0,0,258.15155142163184,251.892,245.63244857836813,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
