date_time,open,low,high,close,vol,regAngle_8,regAngleInterpreter_8,regAngle_35,regAngleInterpreter_35,MA_fast,MA_slow,MA_fast_price_pos,MA_fast_slow_pos,MACD,MACDchg,MACDdiv_short,MACDdiv_long,WILLR,WILLRoverZones,WILLRdiv_short,WILLRdiv_long,CCI,CCIoverZones,CCIdiv_short,CCIdiv_long,upBB,midBB,lowBB,BBTouch,Hummer,ShootingStar,DivBar,w1_open,w1_high,w1_low,w1_close,w1_vol,w1_prcntChng_5,w1_prcntChng_15,w1_regAngle_8,w1_regAngleInterpreter_8,w1_MA_fast,w1_MA_slow,w1_MA_fast_price_pos,w1_MA_fast_slow_pos,w1_MACD,w1_MACDchg,w1_MACDdiv,w1_WILLR,w1_WILLRoverZones,w1_WILLRdiv_short,w1_WILLRdiv_long,w1_Hummer,w1_ShootingStar,w1_DivBar,w1_UpperTimeFrameCondition,sig_elder,sig_channel,sig_DivBar,sig_NR4ID,sig_breakVolatility
2014-06-09,27.151999999999997,26.831,27.33,26.941999999999997,14903900,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-10,27.0,26.7,27.394000000000002,27.394000000000002,15981600,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-11,27.37,27.204,27.65,27.559,22255600,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-16,27.4,27.0,27.635,27.351,68023500,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-17,28.121,27.313000000000002,28.121,27.791999999999998,24434500,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,27.966783118487072,27.407599999999995,26.848416881512918,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-18,27.842,27.768,28.388,28.184,25750100,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,28.26811632881338,27.656,27.043883671186617,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-19,28.4,27.211,28.474,27.248,22542500,0.0,0,0.0,0,,,0,0,,0,0,0,,0,0,0,,0,0,0,28.297271356584613,27.626799999999996,26.95632864341538,-1,0,0,-100,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-20,27.09800000000001,26.763,27.318,27.186,18556500,0.0,0,0.0,0,27.456999999999997,,0,0,,0,0,0,-72.60428410372039,0,0,0,,0,0,0,28.3131450965739,27.5522,26.791254903426097,1,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-23,27.275,27.06,27.498,27.275,11518100,0.0,0,0.0,0,27.416555555555554,,0,0,,0,0,0,-67.58737316798202,0,0,0,,0,0,0,28.316230389550782,27.537,26.757769610449216,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-24,27.37,27.316999999999997,27.825,27.8,19342600,-16.483375875955204,-1,0.0,0,27.501765432098765,,1,0,,0,0,0,-39.39216832261835,0,0,0,,0,0,0,28.319948168231786,27.538600000000002,26.75725183176822,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-25,27.599,26.7,27.699,26.717,19274200,-44.9948185767835,-1,0.0,0,27.327373113854595,,0,0,,0,0,0,-99.04171364148819,1,0,0,,0,0,0,27.93292017565235,27.2452,26.557479824347652,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-26,26.855,26.28,26.928,26.5,14867200,-60.58287153558715,-2,0.0,0,27.143512421886907,,0,0,,0,0,0,-89.97265268915228,1,0,0,-162.7444394140757,1,0,0,28.005375005151908,27.0956,26.185824994848094,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-27,26.70300000000001,26.256999999999998,26.73,26.6,13404200,-62.289520917229574,-2,0.0,0,27.02273188368982,27.272923076923078,0,0,,0,0,0,-84.52864230942701,1,0,0,-144.30340316174681,1,0,0,27.959575295245163,26.9784,25.99722470475484,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-06-30,26.641,26.111,26.695999999999998,26.436,13080400,-60.92824147643154,-2,0.0,0,26.892347020647637,27.153362637362637,0,0,,0,0,0,-86.24629707998311,1,100,0,-129.1498944711584,1,0,0,27.81810114640108,26.8106,25.80309885359892,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-07-01,26.968000000000004,26.12,26.968000000000004,26.673000000000002,13177800,-60.057048947076034,-2,0.0,0,26.843603238281496,27.08473940345369,0,0,,0,0,0,-67.21120186697775,0,100,0,-83.68520529215405,0,100,0,26.794615949726673,26.585199999999997,26.37578405027332,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0
2014-07-02,26.627,26.627,27.484,27.484,22251100,-36.33009889882025,-1,0.0,0,26.985913629774497,27.141776631531734,1,0,,0,0,0,-19.89498249708272,-1,100,0,6.544346286114772,0,100,0,27.501558032921814,26.738599999999998,25.975641967078182,-1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1
2014-07-03,27.629,27.169,27.629,27.26,8955800,3.510364057837979,0,0.0,0,27.04682171204683,27.158665684170057,1,0,,0,0,0,-32.963827304550655,0,0,0,36.89992675943783,0,0,0,27.704007253472167,26.890599999999996,26.077192746527825,-1,0,0,-100,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1
